order_id,customer_id,order_date,channel,region,category,revenue,cost,returned,delivered_late
O0004008,C00456,2025-02-23,Paid Search,East,Beauty,194.59,121.04,False,False
O0004009,C00791,2025-02-23,Paid Search,South,Beauty,267.82,163.37,False,False
O0004010,C02444,2025-02-23,Paid Search,West,Electronics,1065.98,666.46,False,False
O0004011,C03602,2025-02-23,Social,East,Sports,231.33,146.01,False,False
O0004012,C01632,2025-02-23,Social,East,Fashion,453.83,264.37,False,False
O0004013,C02290,2025-02-23,Social,South,Electronics,916.68,540.94,False,False
O0004014,C03602,2025-02-23,Social,East,Sports,494.81,330.15,False,False
O0004015,C02290,2025-02-23,Social,South,Sports,268.7,146.2,False,False
O0004016,C01510,2025-02-23,Social,Central,Electronics,1367.46,981.82,False,False
O0004017,C03713,2025-02-23,Social,East,Sports,267.93,185.74,False,False
O0004018,C02290,2025-02-23,Social,South,Beauty,154.5,96.03,False,False
O0004019,C02290,2025-02-23,Social,South,Home,523.63,325.01,False,True
O0004020,C03493,2025-02-23,Social,West,Beauty,291.92,172.44,True,False
O0004021,C03696,2025-02-23,Social,East,Sports,535.68,271.67,False,False
O0004022,C03106,2025-02-23,Social,Central,Sports,265.46,184.18,False,False
O0004023,C02135,2025-02-23,Affiliate,Central,Home,807.21,503.68,False,True
O0004024,C03713,2025-02-23,Affiliate,East,Beauty,255.72,171.22,False,False
O0004025,C03602,2025-02-23,Affiliate,East,Fashion,230.1,149.4,False,False
O0004026,C03602,2025-02-23,Affiliate,East,Electronics,696.51,401.08,False,False
O0004027,C03696,2025-02-23,Affiliate,East,Home,279.34,180.34,False,False
O0004028,C02290,2025-02-23,Affiliate,South,Fashion,209.46,105.93,False,False
O0004029,C02290,2025-02-23,Affiliate,South,Beauty,197.2,119.29,True,False
O0004030,C03602,2025-02-23,Affiliate,East,Fashion,507.81,340.08,False,False
O0004031,C01946,2025-02-23,Affiliate,North,Home,912.9,487.42,False,False
O0004032,C02290,2025-02-23,Affiliate,South,Home,318.14,187.79,False,False
O0004033,C02290,2025-02-23,Affiliate,South,Fashion,491.33,293.87,False,False
O0004034,C02290,2025-02-23,Email,South,Fashion,471.62,262.53,True,False
O0004035,C02281,2025-02-23,Email,South,Electronics,1049.26,694.8,False,False
O0004036,C01510,2025-02-23,Email,Central,Fashion,166.72,107.58,False,False
O0004037,C02290,2025-02-23,Email,South,Sports,544.36,364.61,False,False
O0004038,C02290,2025-02-23,Email,South,Electronics,604.91,340.73,False,False
O0004039,C02290,2025-02-23,Email,South,Fashion,214.69,151.76,False,False
O0004040,C02135,2025-02-23,Email,Central,Fashion,206.5,139.75,False,False
O0004041,C00609,2025-02-23,Email,Central,Sports,318.1,210.9,False,False
O0004042,C03602,2025-02-23,Email,East,Sports,519.47,318.22,False,True
O0004043,C03744,2025-02-23,Email,East,Fashion,150.06,90.57,False,False
O0004044,C02290,2025-02-23,Email,South,Sports,225.39,161.61,False,False
O0004045,C03044,2025-02-23,Email,North,Electronics,1073.43,724.25,False,False
O0004046,C02135,2025-02-23,Email,Central,Home,535.7,268.58,False,False
O0004047,C00791,2025-02-23,Email,South,Home,219.8,113.42,False,False
O0004048,C03631,2025-02-23,Email,East,Fashion,558.4,397.36,True,False
O0004049,C03631,2025-02-23,Email,East,Beauty,88.22,44.22,False,False
O0004050,C02290,2025-02-23,Email,South,Beauty,265.2,133.51,False,False
O0004051,C01510,2025-02-23,Email,Central,Sports,549.25,361.18,False,False
O0004052,C03602,2025-02-23,Email,East,Fashion,246.48,137.58,False,False
O0004053,C00456,2025-02-24,Organic,East,Sports,673.3,458.95,False,False
O0004054,C01022,2025-02-24,Organic,South,Fashion,509.35,299.27,False,False
O0004055,C02290,2025-02-24,Organic,South,Electronics,1679.73,1043.83,False,False
O0004056,C01022,2025-02-24,Organic,South,Home,434.36,288.96,False,False
O0004057,C01331,2025-02-24,Organic,South,Home,176.27,120.59,False,False
O0004058,C02290,2025-02-24,Organic,South,Fashion,383.03,249.65,False,False
O0004059,C02909,2025-02-24,Organic,East,Home,280.99,188.82,False,False
O0004060,C03056,2025-02-24,Organic,North,Home,428.37,268.51,False,False
O0004061,C01022,2025-02-24,Organic,South,Home,497.8,270.55,True,False
O0004062,C02290,2025-02-24,Organic,South,Home,590.57,400.79,False,False
O0004063,C01510,2025-02-24,Organic,Central,Electronics,819.58,409.87,False,False
O0004064,C03697,2025-02-24,Organic,North,Home,434.87,265.56,False,False
O0004065,C02290,2025-02-24,Organic,South,Home,635.52,346.91,False,False
O0004066,C02135,2025-02-24,Organic,Central,Home,161.31,106.19,False,False
O0004067,C00175,2025-02-24,Organic,North,Home,394.91,235.81,False,False
O0004068,C01022,2025-02-24,Organic,South,Electronics,469.11,294.82,False,False
O0004069,C01946,2025-02-24,Organic,North,Sports,567.29,359.57,False,False
O0004070,C02290,2025-02-24,Organic,South,Beauty,123.08,81.09,False,False
O0004071,C02290,2025-02-24,Organic,South,Home,1109.86,612.28,False,False
O0004072,C02290,2025-02-24,Organic,South,Electronics,316.95,160.0,False,False
O0004073,C02290,2025-02-24,Organic,South,Sports,447.69,277.29,False,False
O0004074,C01988,2025-02-24,Organic,South,Fashion,269.31,184.27,False,False
O0004075,C02290,2025-02-24,Organic,South,Fashion,210.56,135.67,False,False
O0004076,C02290,2025-02-24,Organic,South,Fashion,438.19,285.64,False,False
O0004077,C01022,2025-02-24,Organic,South,Fashion,62.44,37.99,False,False
O0004078,C02930,2025-02-24,Organic,East,Home,1019.6,537.79,False,False
O0004079,C02290,2025-02-24,Organic,South,Home,542.28,337.21,False,False
O0004080,C02290,2025-02-24,Organic,South,Beauty,243.66,160.12,False,False
O0004081,C02290,2025-02-24,Paid Search,South,Sports,358.05,249.96,False,False
O0004082,C01115,2025-02-24,Paid Search,Central,Beauty,339.53,214.82,False,False
O0004083,C02005,2025-02-24,Paid Search,West,Electronics,501.2,315.14,False,False
O0004084,C03696,2025-02-24,Paid Search,East,Beauty,198.48,123.99,False,False
O0004085,C02290,2025-02-24,Paid Search,South,Beauty,289.81,155.74,False,False
O0004086,C01022,2025-02-24,Paid Search,South,Fashion,476.74,239.54,True,False
O0004087,C02135,2025-02-24,Paid Search,Central,Electronics,1105.33,577.51,False,False
O0004088,C02135,2025-02-24,Paid Search,Central,Electronics,1484.59,787.75,False,False
O0004089,C01022,2025-02-24,Paid Search,South,Electronics,555.14,292.32,False,False
O0004090,C01022,2025-02-24,Paid Search,South,Electronics,652.47,448.66,True,False
O0004091,C03713,2025-02-24,Paid Search,East,Home,1351.35,858.58,False,False
O0004092,C02135,2025-02-24,Paid Search,Central,Electronics,449.53,294.04,False,False
O0004093,C02743,2025-02-24,Paid Search,South,Sports,229.9,119.23,False,False
O0004094,C02290,2025-02-24,Paid Search,South,Beauty,269.71,187.98,False,False
O0004095,C02172,2025-02-24,Paid Search,North,Beauty,299.18,191.9,False,False
O0004096,C00172,2025-02-24,Paid Search,West,Sports,913.19,572.97,False,False
O0004097,C01777,2025-02-24,Paid Search,North,Home,274.11,156.96,False,False
O0004098,C01022,2025-02-24,Paid Search,South,Fashion,380.28,204.57,False,False
O0004099,C00456,2025-02-24,Paid Search,East,Electronics,953.16,585.79,False,False
O0004100,C02909,2025-02-24,Paid Search,East,Home,210.96,124.6,False,True
O0004101,C02135,2025-02-24,Paid Search,Central,Sports,159.23,96.61,False,False
O0004102,C00219,2025-02-24,Paid Search,North,Electronics,829.76,570.95,False,False
O0004103,C02290,2025-02-24,Paid Search,South,Electronics,845.7,515.5,False,False
O0004104,C01022,2025-02-24,Paid Search,South,Beauty,254.71,142.39,False,False
O0004105,C02517,2025-02-24,Social,West,Beauty,210.19,108.16,False,False
O0004106,C01022,2025-02-24,Social,South,Sports,503.28,276.78,False,True
O0004107,C02290,2025-02-24,Social,South,Home,219.02,157.12,False,False
O0004108,C01510,2025-02-24,Social,Central,Fashion,721.14,468.64,True,False
O0004109,C02290,2025-02-24,Social,South,Electronics,707.96,482.56,False,False
O0004110,C01022,2025-02-24,Social,South,Beauty,206.42,122.94,False,False
O0004111,C02135,2025-02-24,Social,Central,Beauty,153.42,87.96,False,False
O0004112,C02172,2025-02-24,Social,North,Fashion,187.79,106.83,False,False
O0004113,C02135,2025-02-24,Social,Central,Sports,249.95,178.52,False,False
O0004114,C02290,2025-02-24,Social,South,Sports,471.09,309.58,False,False
O0004115,C04000,2025-02-24,Social,East,Electronics,984.68,691.9,False,False
O0004116,C03044,2025-02-24,Social,North,Home,313.1,161.03,False,False
O0004117,C03155,2025-02-24,Affiliate,North,Beauty,264.69,171.69,False,False
O0004118,C00456,2025-02-24,Affiliate,East,Electronics,521.99,371.94,False,False
O0004119,C01050,2025-02-24,Affiliate,North,Sports,416.89,289.43,False,False
O0004120,C02135,2025-02-24,Affiliate,Central,Sports,740.22,478.56,False,False
O0004121,C02290,2025-02-24,Affiliate,South,Sports,652.49,340.93,False,False
O0004122,C00456,2025-02-24,Affiliate,East,Beauty,187.63,111.92,False,False
O0004123,C01022,2025-02-24,Affiliate,South,Electronics,479.93,277.55,False,False
O0004124,C02290,2025-02-24,Affiliate,South,Fashion,187.14,96.11,False,False
O0004125,C03696,2025-02-24,Affiliate,East,Electronics,351.86,207.78,False,False
O0004126,C02290,2025-02-24,Affiliate,South,Electronics,694.99,392.76,False,False
O0004127,C02135,2025-02-24,Email,Central,Sports,338.07,169.19,False,False
O0004128,C00286,2025-02-24,Email,West,Home,435.41,230.17,False,False
O0004129,C01022,2025-02-24,Email,South,Home,544.38,288.34,False,False
O0004130,C02290,2025-02-24,Email,South,Fashion,227.37,154.81,False,False
O0004131,C02181,2025-02-24,Email,North,Electronics,601.94,420.05,False,False
O0004132,C01098,2025-02-24,Email,South,Home,321.69,213.29,False,False
O0004133,C03697,2025-02-24,Email,North,Home,845.75,502.89,False,False
O0004134,C01510,2025-02-24,Email,Central,Beauty,441.35,307.58,False,False
O0004135,C03744,2025-02-24,Email,East,Fashion,297.4,154.26,False,True
O0004136,C03744,2025-02-24,Email,East,Fashion,401.45,230.36,False,False
O0004137,C01510,2025-02-24,Email,Central,Fashion,191.52,104.09,False,False
O0004138,C01022,2025-02-24,Email,South,Fashion,545.78,313.95,False,False
O0004139,C01022,2025-02-24,Email,South,Fashion,354.54,254.17,False,False
O0004140,C03175,2025-02-24,Email,North,Home,402.82,222.61,False,False
O0004141,C02290,2025-02-24,Email,South,Beauty,94.77,61.27,False,False
O0004142,C01788,2025-02-25,Organic,West,Home,595.91,365.33,True,False
O0004143,C01988,2025-02-25,Organic,South,Fashion,580.88,325.49,False,False
O0004144,C02290,2025-02-25,Organic,South,Electronics,1017.87,709.39,False,False
O0004145,C03493,2025-02-25,Organic,West,Sports,815.77,451.5,False,False
O0004146,C01936,2025-02-25,Organic,Central,Electronics,1478.64,1055.29,True,False
O0004147,C03368,2025-02-25,Organic,Central,Beauty,99.05,63.89,False,False
O0004148,C03455,2025-02-25,Organic,South,Home,454.37,253.49,False,False
O0004149,C01510,2025-02-25,Organic,Central,Electronics,715.69,408.28,False,False
O0004150,C02290,2025-02-25,Organic,South,Fashion,364.55,236.4,False,False
O0004151,C02237,2025-02-25,Organic,North,Fashion,339.26,236.54,True,False
O0004152,C02290,2025-02-25,Organic,South,Electronics,1480.7,975.32,False,False
O0004153,C01510,2025-02-25,Organic,Central,Electronics,899.19,450.02,False,False
O0004154,C01050,2025-02-25,Organic,North,Sports,445.32,319.82,True,False
O0004155,C02135,2025-02-25,Organic,Central,Beauty,110.15,65.43,False,False
O0004156,C02203,2025-02-25,Organic,East,Fashion,159.98,83.64,False,False
O0004157,C02658,2025-02-25,Organic,East,Electronics,1394.66,744.72,False,False
O0004158,C01510,2025-02-25,Organic,Central,Electronics,481.67,307.11,False,False
O0004159,C01163,2025-02-25,Organic,West,Electronics,1067.59,575.58,False,False
O0004160,C02290,2025-02-25,Organic,South,Sports,245.48,127.49,False,False
O0004161,C02135,2025-02-25,Organic,Central,Home,279.17,182.33,False,False
O0004162,C03235,2025-02-25,Organic,West,Fashion,183.72,131.92,False,False
O0004163,C01788,2025-02-25,Paid Search,West,Home,456.87,238.19,True,False
O0004164,C01510,2025-02-25,Paid Search,Central,Beauty,200.87,103.25,False,False
O0004165,C01098,2025-02-25,Paid Search,South,Electronics,640.61,340.86,False,False
O0004166,C01050,2025-02-25,Paid Search,North,Beauty,272.16,172.61,False,False
O0004167,C00980,2025-02-25,Paid Search,Central,Electronics,981.24,607.31,False,False
O0004168,C00456,2025-02-25,Paid Search,East,Beauty,262.09,156.9,False,False
O0004169,C03696,2025-02-25,Paid Search,East,Beauty,320.51,178.57,False,False
O0004170,C02135,2025-02-25,Paid Search,Central,Fashion,335.66,171.03,False,False
O0004171,C02555,2025-02-25,Paid Search,West,Fashion,330.42,215.28,False,False
O0004172,C02290,2025-02-25,Paid Search,South,Fashion,192.43,115.47,False,True
O0004173,C01788,2025-02-25,Paid Search,West,Fashion,634.8,362.95,False,False
O0004174,C03053,2025-02-25,Paid Search,North,Electronics,369.38,265.25,False,False
O0004175,C02135,2025-02-25,Paid Search,Central,Electronics,589.9,408.3,False,False
O0004176,C01788,2025-02-25,Paid Search,West,Beauty,140.94,80.03,False,False
O0004177,C03606,2025-02-25,Paid Search,East,Sports,215.96,133.62,False,False
O0004178,C02290,2025-02-25,Paid Search,South,Beauty,375.92,263.58,False,False
O0004179,C01510,2025-02-25,Paid Search,Central,Electronics,1771.73,923.61,False,False
O0004180,C01946,2025-02-25,Paid Search,North,Electronics,1055.22,649.32,False,False
O0004181,C01510,2025-02-25,Paid Search,Central,Sports,1184.72,802.83,False,False
O0004182,C02135,2025-02-25,Social,Central,Electronics,1394.42,755.67,True,False
O0004183,C02135,2025-02-25,Social,Central,Home,119.87,80.33,False,False
O0004184,C02290,2025-02-25,Social,South,Electronics,881.95,490.11,False,False
O0004185,C03647,2025-02-25,Social,South,Fashion,352.57,210.78,False,False
O0004186,C02290,2025-02-25,Social,South,Electronics,777.83,539.35,False,True
O0004187,C00738,2025-02-25,Social,West,Sports,268.93,135.03,False,False
O0004188,C02290,2025-02-25,Social,South,Sports,239.21,132.15,False,False
O0004189,C02290,2025-02-25,Social,South,Home,540.38,326.59,False,False
O0004190,C00456,2025-02-25,Social,East,Beauty,182.62,119.22,False,False
O0004191,C02135,2025-02-25,Social,Central,Fashion,119.24,75.64,False,False
O0004192,C02135,2025-02-25,Social,Central,Electronics,438.04,253.16,False,False
O0004193,C02290,2025-02-25,Social,South,Fashion,304.98,174.05,False,False
O0004194,C02135,2025-02-25,Social,Central,Fashion,392.23,197.91,False,False
O0004195,C02290,2025-02-25,Social,South,Home,614.72,345.67,False,False
O0004196,C02862,2025-02-25,Social,Central,Beauty,258.51,172.28,False,False
O0004197,C03696,2025-02-25,Social,East,Sports,236.08,154.34,False,False
O0004198,C01788,2025-02-25,Social,West,Fashion,122.11,67.64,True,False
O0004199,C03697,2025-02-25,Social,North,Electronics,626.79,336.02,False,False
O0004200,C01788,2025-02-25,Social,West,Sports,589.56,345.03,False,True
O0004201,C00456,2025-02-25,Social,East,Electronics,898.51,610.82,False,False
O0004202,C01946,2025-02-25,Social,North,Electronics,1272.6,672.37,False,False
O0004203,C01788,2025-02-25,Social,West,Fashion,524.61,317.49,False,False
O0004204,C01788,2025-02-25,Affiliate,West,Home,158.74,109.47,False,False
O0004205,C02290,2025-02-25,Affiliate,South,Sports,358.07,213.13,False,True
O0004206,C00410,2025-02-25,Affiliate,South,Fashion,196.18,104.4,False,False
O0004207,C03744,2025-02-25,Affiliate,East,Electronics,601.26,338.89,False,False
O0004208,C02290,2025-02-25,Affiliate,South,Electronics,600.99,395.26,False,True
O0004209,C01788,2025-02-25,Affiliate,West,Beauty,107.62,68.43,False,False
O0004210,C01510,2025-02-25,Affiliate,Central,Beauty,137.85,94.57,False,False
O0004211,C02652,2025-02-25,Email,South,Home,545.28,355.65,False,False
O0004212,C01788,2025-02-25,Email,West,Beauty,119.67,75.01,False,False
O0004213,C02970,2025-02-25,Email,South,Fashion,237.75,139.86,False,True
O0004214,C02290,2025-02-25,Email,South,Electronics,1871.37,1092.72,False,False
O0004215,C02135,2025-02-25,Email,Central,Sports,481.22,311.31,False,False
O0004216,C02135,2025-02-25,Email,Central,Electronics,877.28,474.55,False,False
O0004217,C01510,2025-02-25,Email,Central,Sports,339.28,192.95,False,False
O0004218,C02290,2025-02-25,Email,South,Beauty,312.8,197.69,True,False
O0004219,C00047,2025-02-25,Email,North,Fashion,328.3,191.44,False,False
O0004220,C03384,2025-02-25,Email,Central,Electronics,976.29,619.96,False,False
O0004221,C02290,2025-02-25,Email,South,Electronics,745.43,418.88,False,False
O0004222,C00980,2025-02-25,Email,Central,Electronics,1284.34,919.13,False,False
O0004223,C01788,2025-02-25,Email,West,Beauty,251.78,177.11,False,False
O0004224,C02290,2025-02-25,Email,South,Beauty,323.1,177.82,False,False
O0004225,C02290,2025-02-25,Email,South,Home,312.11,182.14,False,False
O0004226,C01788,2025-02-25,Email,West,Beauty,169.09,119.51,False,False
O0004227,C00219,2025-02-25,Email,North,Home,165.62,88.08,False,False
O0004228,C01199,2025-02-26,Organic,Central,Beauty,257.25,148.53,False,False
O0004229,C02290,2025-02-26,Organic,South,Beauty,118.17,75.09,False,False
O0004230,C01199,2025-02-26,Organic,Central,Beauty,257.73,156.68,False,True
O0004231,C02135,2025-02-26,Organic,Central,Fashion,408.34,224.49,True,False
O0004232,C02290,2025-02-26,Organic,South,Electronics,300.52,182.18,False,False
O0004233,C01199,2025-02-26,Organic,Central,Home,229.81,126.47,False,False
O0004234,C02909,2025-02-26,Organic,East,Sports,310.84,182.82,False,False
O0004235,C01199,2025-02-26,Organic,Central,Electronics,629.61,370.8,False,False
O0004236,C02290,2025-02-26,Organic,South,Sports,504.38,301.7,False,True
O0004237,C02290,2025-02-26,Organic,South,Sports,512.58,309.37,False,False
O0004238,C02875,2025-02-26,Organic,Central,Beauty,171.15,121.93,False,False
O0004239,C02135,2025-02-26,Organic,Central,Home,272.78,173.19,False,False
O0004240,C01749,2025-02-26,Organic,East,Electronics,711.05,399.44,False,False
O0004241,C02290,2025-02-26,Organic,South,Electronics,680.34,447.49,True,False
O0004242,C00155,2025-02-26,Organic,North,Home,555.99,303.22,False,False
O0004243,C01203,2025-02-26,Organic,North,Fashion,516.81,299.12,False,False
O0004244,C02290,2025-02-26,Paid Search,South,Fashion,370.09,262.06,True,False
O0004245,C00456,2025-02-26,Paid Search,East,Beauty,275.39,141.24,True,False
O0004246,C01199,2025-02-26,Paid Search,Central,Home,497.65,257.54,False,False
O0004247,C01946,2025-02-26,Paid Search,North,Home,364.14,242.15,False,False
O0004248,C00124,2025-02-26,Paid Search,South,Home,307.48,175.67,False,False
O0004249,C03155,2025-02-26,Paid Search,North,Home,848.47,448.94,False,False
O0004250,C02172,2025-02-26,Paid Search,North,Electronics,303.41,182.39,False,False
O0004251,C02290,2025-02-26,Paid Search,South,Home,360.86,249.21,False,False
O0004252,C01199,2025-02-26,Paid Search,Central,Fashion,357.35,185.27,False,False
O0004253,C01199,2025-02-26,Paid Search,Central,Home,579.72,386.44,False,False
O0004254,C01199,2025-02-26,Paid Search,Central,Home,485.24,287.07,False,False
O0004255,C02290,2025-02-26,Paid Search,South,Electronics,625.93,323.83,False,False
O0004256,C03744,2025-02-26,Paid Search,East,Electronics,824.54,570.13,False,False
O0004257,C00196,2025-02-26,Paid Search,East,Fashion,413.16,222.93,False,False
O0004258,C01199,2025-02-26,Paid Search,Central,Sports,333.37,213.66,False,False
O0004259,C02172,2025-02-26,Paid Search,North,Beauty,104.63,68.09,False,False
O0004260,C01753,2025-02-26,Paid Search,Central,Home,700.63,489.55,False,False
O0004261,C01050,2025-02-26,Social,North,Beauty,218.94,130.86,False,False
O0004262,C02290,2025-02-26,Social,South,Beauty,142.29,78.33,False,False
O0004263,C03110,2025-02-26,Social,Central,Electronics,464.63,283.47,False,False
O0004264,C03696,2025-02-26,Social,East,Fashion,181.0,108.33,False,False
O0004265,C00456,2025-02-26,Social,East,Sports,501.75,292.59,False,False
O0004266,C02290,2025-02-26,Social,South,Sports,315.3,206.04,False,False
O0004267,C02199,2025-02-26,Social,Central,Fashion,281.57,162.87,False,False
O0004268,C03480,2025-02-26,Social,Central,Beauty,314.33,223.08,False,False
O0004269,C03422,2025-02-26,Social,East,Fashion,626.67,390.66,False,False
O0004270,C02135,2025-02-26,Social,Central,Fashion,330.57,205.29,True,False
O0004271,C00211,2025-02-26,Affiliate,West,Beauty,300.1,157.81,True,False
O0004272,C01510,2025-02-26,Affiliate,Central,Sports,474.1,313.27,False,False
O0004273,C00456,2025-02-26,Affiliate,East,Home,436.28,269.0,False,False
O0004274,C01050,2025-02-26,Affiliate,North,Electronics,1311.64,796.61,False,False
O0004275,C00219,2025-02-26,Affiliate,North,Fashion,145.06,95.58,True,False
O0004276,C02290,2025-02-26,Affiliate,South,Fashion,172.19,115.45,False,False
O0004277,C01199,2025-02-26,Affiliate,Central,Electronics,1038.47,705.16,False,False
O0004278,C03744,2025-02-26,Affiliate,East,Home,711.77,472.54,False,False
O0004279,C02909,2025-02-26,Email,East,Home,706.37,498.06,False,False
O0004280,C02875,2025-02-26,Email,Central,Electronics,1101.68,554.1,True,False
O0004281,C00058,2025-02-26,Email,West,Home,191.26,128.34,False,False
O0004282,C01199,2025-02-26,Email,Central,Fashion,424.32,264.72,False,False
O0004283,C01510,2025-02-26,Email,Central,Home,517.88,317.77,False,True
O0004284,C01064,2025-02-26,Email,West,Beauty,254.22,177.89,False,False
O0004285,C01199,2025-02-26,Email,Central,Home,343.03,242.52,False,False
O0004286,C02290,2025-02-26,Email,South,Beauty,473.39,295.8,False,False
O0004287,C02290,2025-02-26,Email,South,Home,545.6,373.76,False,False
O0004288,C01510,2025-02-26,Email,Central,Home,531.78,303.07,False,False
O0004289,C01199,2025-02-26,Email,Central,Fashion,185.51,126.04,False,False
O0004290,C01199,2025-02-26,Email,Central,Sports,564.5,304.03,False,False
O0004291,C00791,2025-02-26,Email,South,Electronics,880.19,506.7,False,False
O0004292,C01199,2025-02-26,Email,Central,Sports,463.24,325.18,False,True
O0004293,C00874,2025-02-27,Organic,North,Beauty,341.53,178.57,False,False
O0004294,C00514,2025-02-27,Organic,Central,Fashion,354.62,195.0,False,False
O0004295,C00874,2025-02-27,Organic,North,Sports,272.64,178.36,False,False
O0004296,C02334,2025-02-27,Organic,East,Fashion,382.43,207.54,False,False
O0004297,C00874,2025-02-27,Organic,North,Electronics,861.74,573.87,True,False
O0004298,C03056,2025-02-27,Organic,North,Electronics,1000.39,686.89,False,False
O0004299,C02652,2025-02-27,Organic,South,Home,345.06,173.28,False,False
O0004300,C00980,2025-02-27,Organic,Central,Beauty,409.53,266.37,False,False
O0004301,C00874,2025-02-27,Organic,North,Fashion,159.09,86.57,False,False
O0004302,C02290,2025-02-27,Organic,South,Fashion,174.39,110.62,True,False
O0004303,C00874,2025-02-27,Organic,North,Beauty,188.48,101.34,False,True
O0004304,C00874,2025-02-27,Organic,North,Fashion,326.76,222.96,False,False
O0004305,C00980,2025-02-27,Organic,Central,Electronics,332.48,210.11,False,False
O0004306,C02290,2025-02-27,Organic,South,Sports,1127.68,717.32,False,True
O0004307,C03696,2025-02-27,Organic,East,Home,236.87,136.25,False,False
O0004308,C02290,2025-02-27,Organic,South,Electronics,616.17,414.07,False,False
O0004309,C00211,2025-02-27,Organic,West,Electronics,580.13,365.69,False,False
O0004310,C00980,2025-02-27,Organic,Central,Electronics,866.6,480.16,False,False
O0004311,C03744,2025-02-27,Organic,East,Electronics,1044.88,619.85,False,False
O0004312,C02135,2025-02-27,Organic,Central,Beauty,126.76,71.23,False,True
O0004313,C00874,2025-02-27,Organic,North,Beauty,147.12,103.93,False,True
O0004314,C00874,2025-02-27,Paid Search,North,Sports,339.42,224.65,False,False
O0004315,C02290,2025-02-27,Paid Search,South,Beauty,600.1,399.36,False,False
O0004316,C00874,2025-02-27,Paid Search,North,Home,313.13,161.62,False,False
O0004317,C00874,2025-02-27,Paid Search,North,Electronics,394.24,277.14,False,False
O0004318,C00456,2025-02-27,Paid Search,East,Home,493.1,351.07,False,False
O0004319,C02290,2025-02-27,Paid Search,South,Home,373.67,248.79,False,False
O0004320,C02290,2025-02-27,Paid Search,South,Electronics,832.34,433.81,False,False
O0004321,C01510,2025-02-27,Paid Search,Central,Home,253.16,132.3,False,False
O0004322,C03288,2025-02-27,Paid Search,West,Electronics,621.54,342.75,True,False
O0004323,C02290,2025-02-27,Paid Search,South,Beauty,124.36,80.28,False,False
O0004324,C02290,2025-02-27,Paid Search,South,Sports,265.55,141.52,False,False
O0004325,C02135,2025-02-27,Paid Search,Central,Electronics,731.46,413.44,False,False
O0004326,C02290,2025-02-27,Paid Search,South,Electronics,600.49,398.94,False,False
O0004327,C00609,2025-02-27,Paid Search,Central,Sports,508.67,305.76,False,False
O0004328,C02135,2025-02-27,Paid Search,Central,Fashion,311.6,189.72,False,False
O0004329,C03246,2025-02-27,Paid Search,Central,Fashion,342.73,201.1,False,False
O0004330,C00874,2025-02-27,Paid Search,North,Beauty,241.57,130.49,False,False
O0004331,C02290,2025-02-27,Paid Search,South,Fashion,631.19,446.12,False,False
O0004332,C01510,2025-02-27,Social,Central,Fashion,193.22,138.85,True,False
O0004333,C01620,2025-02-27,Social,Central,Home,246.59,154.0,False,False
O0004334,C02135,2025-02-27,Social,Central,Electronics,1321.96,896.18,False,False
O0004335,C01362,2025-02-27,Social,South,Beauty,302.14,205.91,False,False
O0004336,C00874,2025-02-27,Social,North,Sports,425.33,286.81,False,False
O0004337,C00802,2025-02-27,Social,East,Sports,388.79,277.03,False,False
O0004338,C03696,2025-02-27,Social,East,Home,288.51,174.03,False,False
O0004339,C03056,2025-02-27,Social,North,Home,785.59,511.38,False,False
O0004340,C00874,2025-02-27,Social,North,Fashion,187.0,101.4,True,False
O0004341,C02199,2025-02-27,Social,Central,Electronics,163.59,111.12,False,True
O0004342,C00874,2025-02-27,Social,North,Fashion,187.9,101.74,False,False
O0004343,C00874,2025-02-27,Social,North,Sports,291.53,172.02,False,False
O0004344,C00874,2025-02-27,Social,North,Beauty,316.0,169.65,False,False
O0004345,C02135,2025-02-27,Social,Central,Beauty,233.8,141.57,False,False
O0004346,C02290,2025-02-27,Social,South,Sports,442.61,291.34,False,False
O0004347,C02290,2025-02-27,Affiliate,South,Sports,461.2,328.51,False,True
O0004348,C00874,2025-02-27,Affiliate,North,Fashion,286.56,194.04,False,False
O0004349,C00874,2025-02-27,Affiliate,North,Electronics,615.18,339.25,False,False
O0004350,C02644,2025-02-27,Affiliate,Central,Electronics,1220.24,619.32,False,False
O0004351,C02199,2025-02-27,Affiliate,Central,Fashion,223.51,158.19,False,False
O0004352,C02290,2025-02-27,Affiliate,South,Beauty,237.49,166.46,False,False
O0004353,C00874,2025-02-27,Affiliate,North,Fashion,269.48,162.18,False,False
O0004354,C02135,2025-02-27,Email,Central,Electronics,816.95,519.26,False,False
O0004355,C02383,2025-02-27,Email,North,Electronics,1029.2,627.8,False,False
O0004356,C00980,2025-02-27,Email,Central,Sports,562.82,299.84,False,False
O0004357,C02135,2025-02-27,Email,Central,Electronics,299.97,177.8,False,False
O0004358,C02526,2025-02-27,Email,South,Sports,427.99,230.86,False,False
O0004359,C01757,2025-02-27,Email,West,Electronics,797.51,498.35,False,False
O0004360,C03833,2025-02-27,Email,South,Sports,273.97,180.71,False,False
O0004361,C02875,2025-02-27,Email,Central,Home,249.67,149.86,True,False
O0004362,C02290,2025-02-27,Email,South,Home,271.79,177.77,False,False
O0004363,C00874,2025-02-27,Email,North,Fashion,188.99,109.87,False,False
O0004364,C00456,2025-02-27,Email,East,Fashion,292.04,198.52,False,False
