customer_id,signup_date,acquisition_channel,region
C03425,2025-03-16,Organic,Central
C03812,2025-03-16,Social,North
C03826,2025-03-16,Paid Search,West
C01240,2025-03-17,Affiliate,South
C02780,2025-03-17,Organic,West
C01939,2025-03-17,Paid Search,South
C02734,2025-03-17,Email,West
C02297,2025-03-17,Paid Search,West
C03752,2025-03-17,Organic,Central
C01515,2025-03-17,Paid Search,South
C02623,2025-03-17,Organic,South
C00909,2025-03-17,Social,West
C03570,2025-03-18,Paid Search,East
C01774,2025-03-18,Organic,East
C00223,2025-03-18,Organic,East
C01873,2025-03-18,Organic,North
C01513,2025-03-18,Social,East
C01122,2025-03-18,Affiliate,East
C02427,2025-03-18,Organic,Central
C00239,2025-03-18,Affiliate,West
C00053,2025-03-18,Organic,Central
C00759,2025-03-18,Social,West
C03771,2025-03-18,Affiliate,East
C02636,2025-03-19,Social,Central
C02059,2025-03-19,Affiliate,South
C01489,2025-03-19,Email,East
C02785,2025-03-19,Email,North
C02235,2025-03-19,Organic,East
C01227,2025-03-19,Organic,South
C02269,2025-03-19,Social,East
C02715,2025-03-19,Email,Central
C01730,2025-03-19,Email,Central
C03241,2025-03-19,Email,North
C02190,2025-03-19,Organic,Central
C03475,2025-03-19,Organic,Central
C00974,2025-03-19,Organic,North
C00523,2025-03-19,Paid Search,West
C01791,2025-03-19,Email,North
C02896,2025-03-19,Organic,South
C00525,2025-03-19,Organic,South
C00783,2025-03-19,Email,North
C02884,2025-03-19,Social,South
C02628,2025-03-20,Paid Search,North
C00815,2025-03-20,Email,North
C02300,2025-03-20,Paid Search,West
C00002,2025-03-20,Email,East
C03619,2025-03-20,Social,East
C03394,2025-03-20,Paid Search,South
C00646,2025-03-20,Affiliate,West
C03195,2025-03-20,Organic,South
C00159,2025-03-20,Organic,Central
C00753,2025-03-21,Organic,East
C03643,2025-03-21,Paid Search,East
C02271,2025-03-21,Paid Search,North
C03993,2025-03-21,Paid Search,Central
C01817,2025-03-21,Affiliate,South
C00770,2025-03-21,Social,South
C01398,2025-03-21,Social,South
C00507,2025-03-21,Organic,South
C00158,2025-03-21,Affiliate,South
C01178,2025-03-21,Email,East
C03843,2025-03-21,Organic,East
C02947,2025-03-21,Organic,North
C01439,2025-03-21,Paid Search,East
C02578,2025-03-21,Paid Search,East
C03739,2025-03-21,Organic,Central
C00186,2025-03-21,Email,East
C01635,2025-03-22,Organic,West
C01855,2025-03-22,Social,South
C01852,2025-03-22,Affiliate,North
C00703,2025-03-22,Paid Search,Central
C00394,2025-03-22,Organic,South
C00380,2025-03-22,Paid Search,West
C01113,2025-03-22,Paid Search,South
C01954,2025-03-22,Social,East
C02091,2025-03-22,Organic,West
C01484,2025-03-22,Paid Search,West
C00461,2025-03-22,Organic,South
C02773,2025-03-23,Paid Search,Central
C03926,2025-03-23,Paid Search,East
C02299,2025-03-23,Organic,South
C02573,2025-03-23,Social,West
C03899,2025-03-23,Affiliate,East
C00936,2025-03-23,Organic,South
C02753,2025-03-23,Paid Search,North
C03963,2025-03-23,Email,North
C02893,2025-03-23,Email,South
C03690,2025-03-23,Paid Search,North
C01242,2025-03-24,Email,East
C00955,2025-03-24,Paid Search,East
C03134,2025-03-24,Organic,East
C03976,2025-03-24,Social,North
C03566,2025-03-24,Social,East
C01152,2025-03-24,Email,East
C02351,2025-03-25,Paid Search,West
C03398,2025-03-25,Affiliate,North
C02765,2025-03-25,Social,South
C03661,2025-03-25,Email,East
C00374,2025-03-25,Social,North
C02672,2025-03-26,Organic,North
C03707,2025-03-26,Affiliate,South
C00904,2025-03-26,Organic,South
C01158,2025-03-26,Social,South
C03628,2025-03-26,Email,South
C03535,2025-03-26,Organic,West
C00430,2025-03-26,Organic,Central
C02241,2025-03-26,Paid Search,East
C01729,2025-03-26,Email,North
C00769,2025-03-26,Paid Search,Central
C00324,2025-03-26,Social,East
C02333,2025-03-26,Social,Central
C01567,2025-03-26,Paid Search,South
C00551,2025-03-26,Organic,West
C02956,2025-03-26,Social,Central
C00739,2025-03-27,Organic,North
C02263,2025-03-27,Organic,Central
C01104,2025-03-27,Affiliate,East
C03848,2025-03-27,Social,Central
C00048,2025-03-27,Organic,West
C03762,2025-03-27,Paid Search,West
C03206,2025-03-27,Paid Search,North
C02783,2025-03-27,Email,Central
C01037,2025-03-27,Social,Central
C00446,2025-03-27,Social,South
C02876,2025-03-27,Paid Search,Central
C02866,2025-03-27,Organic,North
C03537,2025-03-27,Affiliate,North
C03187,2025-03-28,Organic,North
C00226,2025-03-28,Email,North
C00199,2025-03-28,Paid Search,Central
C01628,2025-03-28,Email,South
C03560,2025-03-28,Email,North
C03218,2025-03-28,Organic,North
C03108,2025-03-28,Social,Central
C03128,2025-03-28,Email,North
C00901,2025-03-28,Affiliate,Central
C01326,2025-03-28,Paid Search,West
C01099,2025-03-28,Email,East
C02591,2025-03-28,Email,East
C03404,2025-03-29,Social,Central
C01445,2025-03-29,Organic,North
C03847,2025-03-29,Paid Search,West
C03239,2025-03-29,Affiliate,South
C02004,2025-03-29,Paid Search,South
C00225,2025-03-29,Social,West
C01623,2025-03-29,Paid Search,North
C01941,2025-03-30,Affiliate,Central
C01598,2025-03-30,Organic,North
C00522,2025-03-30,Email,East
C00319,2025-03-30,Social,West
C01061,2025-03-30,Paid Search,East
C01738,2025-03-30,Paid Search,South
C02180,2025-03-30,Organic,North
C00749,2025-03-30,Affiliate,North
C01728,2025-03-30,Email,South
C03243,2025-03-30,Social,West
C00483,2025-03-31,Social,North
C02869,2025-03-31,Social,East
C02407,2025-03-31,Organic,South
C02392,2025-03-31,Affiliate,East
C00421,2025-03-31,Social,Central
C00610,2025-03-31,Organic,West
C01952,2025-03-31,Organic,West
C00118,2025-03-31,Affiliate,North
C01922,2025-03-31,Paid Search,South
C01015,2025-04-01,Affiliate,South
C00957,2025-04-01,Organic,North
C01367,2025-04-01,Email,East
C00192,2025-04-01,Email,North
C02393,2025-04-01,Paid Search,Central
C02611,2025-04-01,Paid Search,West
C00241,2025-04-01,Social,South
C02208,2025-04-01,Social,East
C02371,2025-04-01,Email,Central
C01679,2025-04-02,Email,East
C03516,2025-04-02,Social,North
C01100,2025-04-02,Organic,West
C01488,2025-04-02,Paid Search,Central
C02173,2025-04-02,Paid Search,South
C03309,2025-04-02,Affiliate,East
C00579,2025-04-02,Organic,East
C01373,2025-04-02,Organic,Central
C02829,2025-04-03,Organic,North
C00321,2025-04-03,Social,West
C02024,2025-04-03,Affiliate,South
C01112,2025-04-03,Paid Search,East
C03997,2025-04-03,Organic,East
C02647,2025-04-03,Email,East
C00619,2025-04-03,Affiliate,South
C02892,2025-04-03,Organic,Central
C02506,2025-04-03,Organic,West
C03427,2025-04-03,Organic,North
C03513,2025-04-03,Paid Search,West
C01944,2025-04-04,Organic,South
C03999,2025-04-04,Social,West
C00417,2025-04-04,Social,East
C02971,2025-04-04,Organic,Central
C00899,2025-04-04,Organic,South
C00428,2025-04-04,Email,South
C03735,2025-04-04,Organic,South
C00435,2025-04-04,Organic,Central
C00728,2025-04-04,Social,North
C01120,2025-04-04,Affiliate,North
C03409,2025-04-04,Paid Search,Central
C02114,2025-04-04,Email,North
C01665,2025-04-05,Organic,Central
C01888,2025-04-05,Organic,East
C00513,2025-04-05,Organic,West
C03919,2025-04-05,Organic,South
C02820,2025-04-05,Paid Search,West
C02779,2025-04-05,Email,South
C03190,2025-04-05,Organic,North
C01014,2025-04-05,Social,North
C01783,2025-04-05,Organic,South
C01918,2025-04-05,Email,East
C02776,2025-04-05,Email,South
C00596,2025-04-05,Organic,East
C02691,2025-04-06,Organic,East
C03576,2025-04-06,Social,Central
C01595,2025-04-06,Social,East
C03125,2025-04-06,Email,South
C02903,2025-04-06,Organic,North
C00536,2025-04-06,Organic,North
C00902,2025-04-06,Organic,East
C03395,2025-04-06,Email,South
C02142,2025-04-06,Affiliate,South
C02232,2025-04-06,Social,West
C02106,2025-04-06,Email,South
C01361,2025-04-06,Organic,South
C01363,2025-04-06,Organic,North
C01496,2025-04-06,Affiliate,West
C02096,2025-04-06,Email,North
C01885,2025-04-07,Social,East
C02200,2025-04-07,Social,West
C03122,2025-04-07,Organic,Central
C03017,2025-04-07,Organic,North
C02270,2025-04-07,Paid Search,South
C00527,2025-04-07,Paid Search,East
C00892,2025-04-07,Affiliate,West
C02744,2025-04-07,Paid Search,East
C02398,2025-04-07,Social,Central
C00174,2025-04-07,Paid Search,Central
C03501,2025-04-07,Paid Search,East
C00046,2025-04-07,Organic,East
C03173,2025-04-07,Email,West
C03146,2025-04-08,Paid Search,North
C01776,2025-04-08,Social,North
C00195,2025-04-08,Paid Search,Central
C02589,2025-04-08,Email,South
C03898,2025-04-08,Paid Search,West
C00578,2025-04-08,Affiliate,Central
C02649,2025-04-08,Social,North
C02246,2025-04-08,Email,East
C03494,2025-04-08,Organic,South
C02699,2025-04-08,Organic,East
C01938,2025-04-08,Social,South
C03138,2025-04-08,Paid Search,South
C02700,2025-04-08,Email,North
C03834,2025-04-08,Paid Search,Central
C02023,2025-04-08,Paid Search,South
C01689,2025-04-08,Email,South
C00065,2025-04-08,Social,South
C02987,2025-04-08,Organic,South
C03052,2025-04-08,Organic,South
C01034,2025-04-08,Organic,South
C00356,2025-04-08,Paid Search,South
C00150,2025-04-09,Social,North
C03107,2025-04-09,Social,Central
C03757,2025-04-09,Social,North
C00412,2025-04-09,Organic,Central
C02545,2025-04-09,Paid Search,West
C00979,2025-04-09,Email,North
C02225,2025-04-09,Paid Search,Central
C03909,2025-04-09,Social,South
C02268,2025-04-10,Organic,East
C01253,2025-04-10,Organic,West
C02537,2025-04-10,Paid Search,Central
C03061,2025-04-10,Organic,South
C03663,2025-04-10,Organic,East
C00283,2025-04-10,Social,Central
C02626,2025-04-10,Organic,North
C01202,2025-04-10,Email,South
C02465,2025-04-10,Paid Search,South
C02769,2025-04-10,Social,East
C00761,2025-04-10,Social,East
C03273,2025-04-10,Email,North
C03499,2025-04-10,Paid Search,Central
C01653,2025-04-10,Affiliate,North
C02306,2025-04-10,Affiliate,Central
C01986,2025-04-11,Social,South
C02502,2025-04-11,Organic,East
C02878,2025-04-11,Organic,East
C02479,2025-04-11,Organic,Central
C03307,2025-04-11,Social,North
C03903,2025-04-11,Organic,South
C00016,2025-04-11,Organic,Central
C03931,2025-04-11,Email,Central
C01223,2025-04-11,Email,South
C03523,2025-04-12,Affiliate,North
C03132,2025-04-12,Paid Search,West
C01771,2025-04-12,Paid Search,North
C02035,2025-04-12,Paid Search,South
C02117,2025-04-12,Email,North
C02211,2025-04-12,Email,Central
C01447,2025-04-12,Email,East
C01128,2025-04-12,Social,East
C02529,2025-04-12,Organic,South
C01464,2025-04-12,Social,Central
C03654,2025-04-12,Paid Search,East
C02887,2025-04-13,Email,East
C00426,2025-04-13,Organic,East
C00315,2025-04-13,Organic,South
C00236,2025-04-13,Organic,West
C03882,2025-04-13,Social,West
C03572,2025-04-13,Paid Search,Central
C03674,2025-04-13,Paid Search,West
C03382,2025-04-13,Paid Search,North
C02453,2025-04-13,Organic,North
C00363,2025-04-13,Paid Search,North
C01495,2025-04-13,Paid Search,East
C03625,2025-04-14,Affiliate,North
C03889,2025-04-14,Organic,North
C03717,2025-04-14,Email,West
C02579,2025-04-14,Social,North
C03452,2025-04-14,Social,West
C01901,2025-04-15,Paid Search,North
C01125,2025-04-15,Paid Search,South
C02629,2025-04-15,Organic,East
C03102,2025-04-15,Organic,Central
C00918,2025-04-15,Email,East
C00688,2025-04-15,Organic,East
C02954,2025-04-15,Paid Search,East
C03305,2025-04-15,Organic,East
C00224,2025-04-15,Paid Search,West
C01141,2025-04-16,Organic,East
C00658,2025-04-16,Organic,West
C03604,2025-04-16,Affiliate,North
C03318,2025-04-16,Paid Search,North
C03189,2025-04-16,Paid Search,Central
C01602,2025-04-16,Organic,East
C02093,2025-04-16,Affiliate,West
C03953,2025-04-16,Organic,West
C02043,2025-04-16,Organic,North
C03579,2025-04-16,Paid Search,South
C03413,2025-04-16,Social,South
C02804,2025-04-16,Organic,East
C01540,2025-04-16,Social,Central
C01688,2025-04-17,Organic,North
C01433,2025-04-17,Email,North
C02062,2025-04-17,Organic,West
C02201,2025-04-17,Social,West
C01230,2025-04-17,Organic,North
C02187,2025-04-17,Organic,North
C02210,2025-04-17,Email,South
C01490,2025-04-17,Paid Search,Central
C01993,2025-04-18,Affiliate,North
C01243,2025-04-18,Paid Search,East
C02256,2025-04-18,Paid Search,East
C03611,2025-04-18,Organic,North
C01256,2025-04-18,Paid Search,South
C01526,2025-04-18,Organic,South
C03403,2025-04-18,Organic,East
C02197,2025-04-18,Email,Central
C02723,2025-04-18,Paid Search,North
C00948,2025-04-18,Affiliate,East
C03365,2025-04-19,Affiliate,East
C01355,2025-04-19,Paid Search,South
C01996,2025-04-19,Social,East
C01639,2025-04-19,Paid Search,South
C01249,2025-04-19,Paid Search,East
C02784,2025-04-19,Social,West
C00558,2025-04-19,Organic,Central
C03351,2025-04-19,Organic,Central
C00006,2025-04-19,Paid Search,East
C02402,2025-04-19,Affiliate,North
C02137,2025-04-19,Social,West
C03346,2025-04-19,Social,North
C01401,2025-04-20,Organic,Central
C03339,2025-04-20,Email,Central
C01215,2025-04-20,Email,Central
C00906,2025-04-20,Affiliate,West
C00089,2025-04-20,Organic,West
C02336,2025-04-20,Social,West
C03732,2025-04-20,Affiliate,East
C00581,2025-04-20,Organic,Central
C02352,2025-04-20,Affiliate,Central
C01136,2025-04-20,Email,East
C02343,2025-04-20,Affiliate,East
C02193,2025-04-20,Paid Search,West
C03215,2025-04-20,Organic,North
C01517,2025-04-20,Affiliate,East
C00183,2025-04-20,Organic,South
C01511,2025-04-20,Affiliate,East
C01429,2025-04-20,Paid Search,East
C03820,2025-04-20,Social,East
C02596,2025-04-20,Paid Search,South
C01647,2025-04-21,Email,South
C02038,2025-04-21,Email,South
C01499,2025-04-21,Social,Central
C00156,2025-04-21,Email,Central
C02500,2025-04-21,Organic,North
C02441,2025-04-21,Social,Central
C00920,2025-04-21,Paid Search,East
C00337,2025-04-21,Social,South
C02464,2025-04-21,Paid Search,West
C02280,2025-04-21,Email,Central
C02177,2025-04-21,Affiliate,East
C02344,2025-04-21,Social,North
C00622,2025-04-21,Organic,North
C00871,2025-04-21,Paid Search,East
C01609,2025-04-22,Organic,North
C03083,2025-04-22,Affiliate,West
C02585,2025-04-22,Affiliate,North
C02131,2025-04-22,Organic,North
C02065,2025-04-22,Social,West
C03194,2025-04-22,Paid Search,East
C03747,2025-04-22,Social,West
C00659,2025-04-22,Email,South
C00789,2025-04-22,Paid Search,Central
C01408,2025-04-22,Paid Search,North
C01509,2025-04-22,Organic,West
C00565,2025-04-22,Affiliate,Central
C01492,2025-04-22,Email,Central
C01452,2025-04-23,Paid Search,East
C00981,2025-04-23,Social,East
C03805,2025-04-23,Affiliate,South
C03479,2025-04-23,Paid Search,North
C01670,2025-04-23,Organic,Central
C02857,2025-04-23,Social,North
C01435,2025-04-23,Affiliate,North
C03030,2025-04-23,Email,North
C01140,2025-04-23,Affiliate,South
C02357,2025-04-24,Organic,North
C03720,2025-04-24,Affiliate,East
C00574,2025-04-24,Paid Search,West
C01345,2025-04-24,Organic,North
C03500,2025-04-24,Organic,West
C00355,2025-04-24,Social,South
C02176,2025-04-24,Email,West
C03714,2025-04-24,Affiliate,Central
C03947,2025-04-24,Organic,West
C03293,2025-04-24,Paid Search,East
C02561,2025-04-25,Paid Search,Central
C03308,2025-04-25,Email,South
C03893,2025-04-25,Organic,South
C02127,2025-04-25,Paid Search,West
C00954,2025-04-25,Affiliate,East
C00500,2025-04-25,Affiliate,South
C00163,2025-04-25,Organic,West
C01005,2025-04-25,Email,East
C00145,2025-04-25,Email,East
C01619,2025-04-25,Organic,Central
C01019,2025-04-26,Social,East
C00717,2025-04-26,Organic,Central
C01809,2025-04-26,Paid Search,North
C02583,2025-04-26,Organic,Central
C02367,2025-04-26,Social,West
C02149,2025-04-26,Social,South
C01328,2025-04-26,Affiliate,North
C00814,2025-04-26,Paid Search,West
C01611,2025-04-26,Social,East
C02164,2025-04-27,Organic,South
C00883,2025-04-27,Social,West
C00700,2025-04-27,Email,Central
C03164,2025-04-27,Email,South
C03794,2025-04-27,Organic,East
C02874,2025-04-27,Affiliate,East
C00453,2025-04-27,Paid Search,North
C00020,2025-04-27,Paid Search,East
C02736,2025-04-27,Paid Search,West
C03070,2025-04-27,Paid Search,South
C01173,2025-04-28,Affiliate,Central
C01154,2025-04-28,Organic,East
C01960,2025-04-28,Organic,South
C02838,2025-04-28,Affiliate,South
C02382,2025-04-28,Organic,South
C03370,2025-04-28,Organic,Central
C01824,2025-04-28,Organic,South
C00919,2025-04-28,Affiliate,East
C01950,2025-04-29,Email,West
C00515,2025-04-29,Email,Central
C02239,2025-04-29,Paid Search,South
C02867,2025-04-29,Paid Search,Central
C01638,2025-04-29,Email,East
C03679,2025-04-29,Email,East
C00052,2025-04-29,Organic,Central
C02417,2025-04-29,Social,East
C03621,2025-04-29,Social,South
C00106,2025-04-29,Organic,North
C01764,2025-04-29,Organic,South
C02124,2025-04-30,Affiliate,South
C03704,2025-04-30,Organic,South
C01768,2025-04-30,Social,Central
C03939,2025-04-30,Email,South
C03343,2025-04-30,Social,West
C01028,2025-04-30,Social,East
C01252,2025-04-30,Paid Search,South
C00905,2025-04-30,Organic,Central
C01879,2025-04-30,Paid Search,Central
C00069,2025-04-30,Social,North
C03156,2025-04-30,Social,East
C01400,2025-04-30,Email,South
C00692,2025-05-01,Paid Search,South
C00189,2025-05-01,Email,West
C02104,2025-05-01,Email,East
C02998,2025-05-01,Paid Search,West
C00553,2025-05-01,Organic,North
C03970,2025-05-01,Social,East
C01808,2025-05-01,Email,West
C03945,2025-05-01,Paid Search,Central
C02940,2025-05-01,Organic,East
C00306,2025-05-01,Email,South
C02946,2025-05-01,Organic,West
C01456,2025-05-02,Email,West
C00867,2025-05-02,Organic,South
C01443,2025-05-02,Paid Search,Central
C01861,2025-05-02,Paid Search,West
C00213,2025-05-02,Organic,West
C01915,2025-05-02,Organic,South
C01557,2025-05-02,Paid Search,North
C02571,2025-05-02,Organic,East
C01219,2025-05-02,Paid Search,North
C01165,2025-05-02,Email,East
C01704,2025-05-02,Paid Search,Central
C00353,2025-05-02,Email,North
C01927,2025-05-03,Social,East
C03471,2025-05-03,Paid Search,South
C01322,2025-05-03,Email,Central
C03152,2025-05-03,Organic,East
C03511,2025-05-03,Paid Search,East
C01417,2025-05-03,Email,North
C00084,2025-05-04,Paid Search,South
C03726,2025-05-04,Paid Search,Central
C02519,2025-05-04,Email,East
C01859,2025-05-04,Affiliate,Central
C00832,2025-05-04,Paid Search,South
C02245,2025-05-04,Organic,North
C01337,2025-05-04,Paid Search,West
C02673,2025-05-04,Social,North
C02332,2025-05-04,Email,Central
C00401,2025-05-04,Social,North
C02483,2025-05-04,Paid Search,West
C02608,2025-05-04,Email,East
C00340,2025-05-04,Email,West
C03761,2025-05-04,Organic,North
C02133,2025-05-05,Affiliate,Central
C03467,2025-05-05,Social,Central
C01585,2025-05-05,Paid Search,East
C02002,2025-05-05,Social,East
C00197,2025-05-05,Paid Search,North
C00309,2025-05-05,Organic,East
C02827,2025-05-05,Organic,West
C00538,2025-05-05,Social,South
C00413,2025-05-05,Social,Central
C02020,2025-05-05,Paid Search,East
C00198,2025-05-05,Paid Search,South
C00816,2025-05-05,Email,Central
C03545,2025-05-05,Organic,North
C01008,2025-05-05,Email,South
C00100,2025-05-05,Organic,East
C00256,2025-05-05,Paid Search,Central
C00246,2025-05-05,Organic,West
C02296,2025-05-06,Email,East
C00349,2025-05-06,Paid Search,South
C02728,2025-05-06,Organic,West
C02397,2025-05-06,Social,West
C02739,2025-05-06,Social,East
C00035,2025-05-06,Affiliate,South
C02462,2025-05-06,Paid Search,East
C00545,2025-05-06,Email,South
C03766,2025-05-06,Organic,North
C01740,2025-05-06,Social,East
C02716,2025-05-06,Paid Search,North
C01948,2025-05-06,Affiliate,North
C03673,2025-05-06,Social,South
C01560,2025-05-06,Social,West
C01503,2025-05-06,Social,Central
C01356,2025-05-06,Paid Search,North
C00870,2025-05-06,Email,East
C03841,2025-05-07,Social,North
C02795,2025-05-07,Organic,North
C02134,2025-05-07,Affiliate,Central
C00860,2025-05-07,Organic,East
C00989,2025-05-07,Organic,West
C00161,2025-05-07,Paid Search,East
C02852,2025-05-07,Email,Central
C01724,2025-05-07,Paid Search,East
C00680,2025-05-07,Organic,Central
C02472,2025-05-07,Paid Search,West
C00294,2025-05-07,Email,South
C01473,2025-05-08,Organic,Central
C02248,2025-05-08,Email,South
C01617,2025-05-08,Paid Search,North
C01634,2025-05-08,Paid Search,North
C02362,2025-05-08,Social,Central
C00373,2025-05-08,Affiliate,Central
C03507,2025-05-08,Organic,East
C00147,2025-05-08,Organic,Central
C03193,2025-05-08,Email,Central
C02009,2025-05-08,Email,Central
C00406,2025-05-09,Organic,South
C00031,2025-05-09,Social,East
C01833,2025-05-09,Affiliate,South
C00367,2025-05-09,Organic,North
C03378,2025-05-09,Social,East
C00004,2025-05-09,Paid Search,North
C03801,2025-05-09,Affiliate,Central
C01465,2025-05-09,Social,Central
C03389,2025-05-09,Social,East
C01110,2025-05-10,Email,East
C01525,2025-05-10,Social,West
C01280,2025-05-10,Social,South
C02831,2025-05-10,Organic,Central
C00996,2025-05-10,Organic,North
C00139,2025-05-10,Email,West
C02818,2025-05-10,Email,Central
C03657,2025-05-10,Paid Search,South
C03913,2025-05-10,Email,West
C00377,2025-05-10,Email,South
C00469,2025-05-11,Paid Search,East
C01642,2025-05-11,Organic,East
C03460,2025-05-11,Organic,South
C02128,2025-05-11,Organic,North
C01310,2025-05-11,Social,South
C00518,2025-05-11,Social,Central
C03474,2025-05-11,Email,Central
C01584,2025-05-11,Social,Central
C00620,2025-05-11,Social,West
C00855,2025-05-11,Email,North
C00420,2025-05-11,Paid Search,West
C00811,2025-05-11,Social,North
C01800,2025-05-11,Social,South
C02092,2025-05-11,Affiliate,South
C00797,2025-05-12,Organic,Central
C01519,2025-05-12,Organic,North
C03476,2025-05-12,Organic,North
C00471,2025-05-12,Paid Search,East
C01807,2025-05-12,Organic,East
C00358,2025-05-12,Organic,Central
C00775,2025-05-12,Organic,East
C00232,2025-05-12,Social,South
C00115,2025-05-12,Paid Search,East
C01896,2025-05-12,Paid Search,North
C03166,2025-05-12,Social,East
C02130,2025-05-12,Paid Search,East
C03854,2025-05-12,Organic,Central
C03078,2025-05-13,Social,North
C01108,2025-05-13,Social,South
C02052,2025-05-13,Organic,South
C00880,2025-05-13,Organic,North
C03626,2025-05-13,Social,West
C03103,2025-05-13,Organic,Central
C03822,2025-05-13,Social,Central
C00222,2025-05-13,Organic,South
C00977,2025-05-13,Social,North
C02986,2025-05-13,Email,East
C00068,2025-05-13,Social,East
C01589,2025-05-13,Organic,East
C01366,2025-05-13,Organic,South
C02763,2025-05-13,Organic,West
C02774,2025-05-14,Paid Search,East
C01708,2025-05-14,Paid Search,Central
C02885,2025-05-14,Organic,West
C02813,2025-05-14,Email,Central
C02432,2025-05-14,Email,South
C02775,2025-05-14,Paid Search,South
C02815,2025-05-14,Email,South
C01541,2025-05-15,Paid Search,West
C00556,2025-05-15,Paid Search,North
C01962,2025-05-15,Affiliate,South
C03359,2025-05-15,Paid Search,East
C02419,2025-05-15,Organic,South
C01772,2025-05-15,Social,East
C02914,2025-05-15,Email,West
C00449,2025-05-15,Paid Search,East
C00984,2025-05-15,Organic,Central
C02823,2025-05-15,Paid Search,South
C02442,2025-05-15,Affiliate,East
C03774,2025-05-15,Organic,West
C03196,2025-05-15,Organic,East
C02932,2025-05-15,Social,West
C03211,2025-05-16,Social,East
C00395,2025-05-16,Organic,East
C00255,2025-05-16,Organic,North
C01254,2025-05-16,Organic,West
C01763,2025-05-16,Email,East
C02323,2025-05-16,Affiliate,South
C01710,2025-05-16,Organic,East
C00706,2025-05-16,Affiliate,West
C03708,2025-05-16,Affiliate,East
C00517,2025-05-16,Paid Search,East
C03633,2025-05-17,Affiliate,West
C02112,2025-05-17,Paid Search,South
C03832,2025-05-17,Organic,West
C02881,2025-05-17,Paid Search,South
C00396,2025-05-17,Email,West
C01266,2025-05-17,Email,Central
C03680,2025-05-17,Social,East
C00911,2025-05-17,Social,South
C03223,2025-05-17,Affiliate,East
C01138,2025-05-17,Email,East
C01814,2025-05-17,Affiliate,West
C00736,2025-05-17,Affiliate,East
C03644,2025-05-17,Social,South
C01350,2025-05-17,Paid Search,Central
C03817,2025-05-18,Email,Central
C01741,2025-05-18,Organic,South
C03784,2025-05-18,Organic,Central
C03788,2025-05-18,Organic,East
C02508,2025-05-18,Social,East
C03183,2025-05-18,Paid Search,North
C02556,2025-05-18,Organic,East
C03342,2025-05-18,Paid Search,Central
C02311,2025-05-18,Paid Search,North
C03531,2025-05-18,Paid Search,North
C00555,2025-05-18,Paid Search,North
C02759,2025-05-18,Organic,Central
C00561,2025-05-18,Email,Central
C00278,2025-05-18,Social,East
C02236,2025-05-18,Paid Search,North
C02834,2025-05-18,Email,East
C03200,2025-05-19,Social,Central
C03769,2025-05-19,Organic,West
C02822,2025-05-19,Paid Search,West
C02696,2025-05-19,Organic,East
C00304,2025-05-19,Email,North
C03796,2025-05-19,Organic,West
C00269,2025-05-19,Paid Search,East
C03287,2025-05-19,Organic,Central
C02292,2025-05-19,Organic,North
C01016,2025-05-19,Paid Search,Central
C01076,2025-05-20,Organic,South
C00264,2025-05-20,Email,East
C01799,2025-05-20,Organic,South
C01377,2025-05-20,Affiliate,West
C01577,2025-05-20,Affiliate,East
C02547,2025-05-21,Email,West
C00810,2025-05-21,Social,East
C03934,2025-05-21,Email,South
C02528,2025-05-21,Email,Central
C03430,2025-05-21,Social,Central
C02570,2025-05-21,Paid Search,South
C00343,2025-05-21,Affiliate,South
C03806,2025-05-21,Social,West
C02651,2025-05-21,Social,North
C02997,2025-05-21,Organic,Central
C00535,2025-05-21,Organic,Central
C03725,2025-05-21,Paid Search,West
C03978,2025-05-21,Email,South
C03269,2025-05-21,Email,East
C00937,2025-05-22,Organic,Central
C02141,2025-05-22,Affiliate,North
C00653,2025-05-22,Paid Search,South
C01126,2025-05-22,Paid Search,East
C00480,2025-05-22,Paid Search,West
C03845,2025-05-22,Social,North
C03836,2025-05-22,Social,West
C02868,2025-05-22,Social,North
C01162,2025-05-22,Organic,East
C03581,2025-05-22,Email,Central
C00839,2025-05-23,Affiliate,West
C03800,2025-05-23,Affiliate,West
C01080,2025-05-23,Organic,South
C01487,2025-05-23,Email,South
C02196,2025-05-23,Paid Search,South
C02655,2025-05-23,Affiliate,East
C03546,2025-05-23,Organic,Central
C03937,2025-05-23,Paid Search,West
C02922,2025-05-23,Social,East
C01506,2025-05-23,Social,South
C02304,2025-05-23,Social,Central
C03782,2025-05-23,Social,West
C02993,2025-05-23,Paid Search,North
C02844,2025-05-23,Organic,West
C01087,2025-05-24,Social,East
C00526,2025-05-24,Email,Central
C00723,2025-05-24,Affiliate,East
C02286,2025-05-24,Organic,South
C03982,2025-05-24,Affiliate,South
C02379,2025-05-24,Email,South
C00765,2025-05-24,Paid Search,North
C00836,2025-05-24,Email,South
C00038,2025-05-24,Affiliate,South
C01276,2025-05-24,Organic,South
C03736,2025-05-24,Social,East
C03326,2025-05-25,Affiliate,South
C01406,2025-05-25,Email,East
C02030,2025-05-25,Paid Search,South
C03002,2025-05-25,Organic,South
C00101,2025-05-25,Affiliate,South
C02151,2025-05-25,Social,Central
C03646,2025-05-25,Organic,East
C00359,2025-05-25,Paid Search,South
C01284,2025-05-25,Paid Search,Central
C01023,2025-05-25,Affiliate,West
C00472,2025-05-25,Email,East
C03645,2025-05-25,Email,Central
C01198,2025-05-25,Organic,West
