date,channel,sessions,add_to_cart,checkout,purchases
2025-05-24,Email,352,89,52,20
2025-05-25,Organic,525,102,45,18
2025-05-25,Paid Search,525,84,41,15
2025-05-25,Social,404,51,23,10
2025-05-25,Affiliate,259,38,14,11
2025-05-25,Email,307,68,29,16
2025-05-26,Organic,537,85,43,21
2025-05-26,Paid Search,410,70,33,13
2025-05-26,Social,435,65,36,14
2025-05-26,Affiliate,276,52,28,13
2025-05-26,Email,339,88,39,19
2025-05-27,Organic,563,103,53,17
2025-05-27,Paid Search,480,77,39,11
2025-05-27,Social,415,63,28,7
2025-05-27,Affiliate,249,43,20,3
2025-05-27,Email,368,87,38,23
2025-05-28,Organic,553,105,51,19
2025-05-28,Paid Search,473,71,34,13
2025-05-28,Social,445,74,39,15
2025-05-28,Affiliate,256,48,22,8
2025-05-28,Email,327,70,28,15
2025-05-29,Organic,562,104,53,26
2025-05-29,Paid Search,449,90,38,18
2025-05-29,Social,429,57,31,17
2025-05-29,Affiliate,243,42,20,7
2025-05-29,Email,319,70,31,17
2025-05-30,Organic,575,121,58,19
2025-05-30,Paid Search,466,80,37,19
2025-05-30,Social,451,70,30,14
2025-05-30,Affiliate,263,48,21,9
2025-05-30,Email,322,91,39,14
2025-05-31,Organic,587,100,47,24
2025-05-31,Paid Search,486,76,37,21
2025-05-31,Social,434,51,22,9
2025-05-31,Affiliate,221,34,18,11
2025-05-31,Email,343,81,32,21
2025-06-01,Organic,635,119,52,34
2025-06-01,Paid Search,466,72,35,15
2025-06-01,Social,438,64,29,10
2025-06-01,Affiliate,269,41,22,12
2025-06-01,Email,295,78,45,14
2025-06-02,Organic,595,102,45,28
2025-06-02,Paid Search,525,73,41,15
2025-06-02,Social,429,59,30,13
2025-06-02,Affiliate,295,59,30,13
2025-06-02,Email,289,52,26,20
2025-06-03,Organic,563,124,60,23
2025-06-03,Paid Search,485,68,35,18
2025-06-03,Social,433,71,48,14
2025-06-03,Affiliate,244,46,25,8
2025-06-03,Email,314,77,36,19
2025-06-04,Organic,474,89,40,16
2025-06-04,Paid Search,525,102,50,16
2025-06-04,Social,406,55,28,11
2025-06-04,Affiliate,259,44,17,10
2025-06-04,Email,319,65,38,17
2025-06-05,Organic,568,87,37,21
2025-06-05,Paid Search,497,73,33,17
2025-06-05,Social,397,43,22,12
2025-06-05,Affiliate,272,48,27,14
2025-06-05,Email,332,76,30,11
2025-06-06,Organic,545,98,46,23
2025-06-06,Paid Search,524,97,45,26
2025-06-06,Social,463,64,32,12
2025-06-06,Affiliate,260,39,20,13
2025-06-06,Email,279,64,28,12
2025-06-07,Organic,566,94,45,30
2025-06-07,Paid Search,459,64,30,13
2025-06-07,Social,403,62,36,14
2025-06-07,Affiliate,270,52,29,13
2025-06-07,Email,336,69,38,18
2025-06-08,Organic,550,106,62,22
2025-06-08,Paid Search,513,80,37,14
2025-06-08,Social,474,71,37,14
2025-06-08,Affiliate,245,49,21,13
2025-06-08,Email,303,68,28,10
2025-06-09,Organic,562,111,52,17
2025-06-09,Paid Search,424,57,23,21
2025-06-09,Social,414,63,30,13
2025-06-09,Affiliate,277,50,22,10
2025-06-09,Email,319,82,44,12
2025-06-10,Organic,609,114,45,23
2025-06-10,Paid Search,456,62,37,25
2025-06-10,Social,462,60,27,15
2025-06-10,Affiliate,236,26,13,8
2025-06-10,Email,295,72,38,6
2025-06-11,Organic,516,88,39,17
2025-06-11,Paid Search,512,88,50,24
2025-06-11,Social,397,48,23,12
2025-06-11,Affiliate,254,37,18,9
2025-06-11,Email,304,64,28,27
2025-06-12,Organic,543,103,45,24
2025-06-12,Paid Search,497,63,33,22
2025-06-12,Social,370,53,28,13
2025-06-12,Affiliate,261,53,27,16
2025-06-12,Email,270,63,27,17
2025-06-13,Organic,537,109,46,23
2025-06-13,Paid Search,501,72,34,13
2025-06-13,Social,379,46,21,13
2025-06-13,Affiliate,231,41,22,6
2025-06-13,Email,306,66,31,19
2025-06-14,Organic,514,102,51,12
2025-06-14,Paid Search,478,68,26,9
2025-06-14,Social,382,41,20,11
2025-06-14,Affiliate,273,57,24,11
2025-06-14,Email,298,68,41,12
2025-06-15,Organic,527,91,42,25
2025-06-15,Paid Search,457,75,33,12
2025-06-15,Social,385,50,29,13
2025-06-15,Affiliate,263,37,15,13
2025-06-15,Email,301,71,36,16
2025-06-16,Organic,553,94,34,21
2025-06-16,Paid Search,442,64,24,10
2025-06-16,Social,377,46,24,12
2025-06-16,Affiliate,264,54,25,6
2025-06-16,Email,337,80,41,19
2025-06-17,Organic,460,74,37,18
2025-06-17,Paid Search,507,84,42,23
2025-06-17,Social,449,50,27,5
2025-06-17,Affiliate,229,41,17,9
2025-06-17,Email,262,63,34,12
2025-06-18,Organic,529,92,46,21
2025-06-18,Paid Search,485,74,40,16
2025-06-18,Social,442,58,30,13
2025-06-18,Affiliate,215,36,20,4
2025-06-18,Email,304,72,33,10
2025-06-19,Organic,492,94,47,14
2025-06-19,Paid Search,416,67,26,17
2025-06-19,Social,386,44,20,15
2025-06-19,Affiliate,240,44,23,9
2025-06-19,Email,275,59,35,13
2025-06-20,Organic,592,124,56,33
2025-06-20,Paid Search,511,67,26,14
2025-06-20,Social,465,63,34,16
2025-06-20,Affiliate,233,46,23,8
2025-06-20,Email,326,80,34,23
2025-06-21,Organic,576,99,52,29
2025-06-21,Paid Search,442,74,38,15
2025-06-21,Social,398,49,23,4
2025-06-21,Affiliate,235,37,22,10
2025-06-21,Email,313,71,33,18
2025-06-22,Organic,525,109,47,23
2025-06-22,Paid Search,483,67,37,6
2025-06-22,Social,401,53,23,11
2025-06-22,Affiliate,258,39,21,8
2025-06-22,Email,304,77,43,14
2025-06-23,Organic,523,89,41,22
2025-06-23,Paid Search,443,70,35,10
2025-06-23,Social,425,59,31,10
2025-06-23,Affiliate,250,40,20,10
2025-06-23,Email,295,75,37,14
2025-06-24,Organic,558,96,44,20
2025-06-24,Paid Search,479,75,40,16
2025-06-24,Social,432,68,31,17
2025-06-24,Affiliate,259,43,20,4
2025-06-24,Email,371,85,37,24
2025-06-25,Organic,514,89,44,17
2025-06-25,Paid Search,470,66,33,13
2025-06-25,Social,419,63,38,23
2025-06-25,Affiliate,233,41,15,9
2025-06-25,Email,298,73,35,16
2025-06-26,Organic,527,90,41,22
2025-06-26,Paid Search,464,74,37,20
2025-06-26,Social,481,65,31,12
2025-06-26,Affiliate,253,43,25,7
2025-06-26,Email,291,82,43,10
2025-06-27,Organic,473,85,37,15
2025-06-27,Paid Search,450,86,31,14
2025-06-27,Social,368,49,18,8
2025-06-27,Affiliate,255,46,22,12
2025-06-27,Email,325,81,41,17
2025-06-28,Organic,552,110,53,19
2025-06-28,Paid Search,444,68,33,14
2025-06-28,Social,456,73,34,13
2025-06-28,Affiliate,242,45,26,15
2025-06-28,Email,294,59,26,14
2025-06-29,Organic,601,108,57,26
2025-06-29,Paid Search,446,71,38,12
2025-06-29,Social,416,60,33,14
2025-06-29,Affiliate,230,43,22,8
2025-06-29,Email,309,70,42,20
2025-06-30,Organic,530,116,48,17
2025-06-30,Paid Search,493,90,45,12
2025-06-30,Social,428,64,28,12
2025-06-30,Affiliate,225,30,19,7
2025-06-30,Email,291,65,33,18
2025-07-01,Organic,512,89,34,23
2025-07-01,Paid Search,406,63,29,15
2025-07-01,Social,456,54,26,13
2025-07-01,Affiliate,194,33,17,6
2025-07-01,Email,298,56,28,21
2025-07-02,Organic,529,93,50,23
2025-07-02,Paid Search,459,57,29,18
2025-07-02,Social,441,62,26,10
2025-07-02,Affiliate,267,38,17,10
2025-07-02,Email,321,65,38,22
2025-07-03,Organic,446,79,43,16
2025-07-03,Paid Search,443,59,28,12
2025-07-03,Social,479,52,24,11
2025-07-03,Affiliate,245,41,14,10
2025-07-03,Email,295,76,26,16
2025-07-04,Organic,468,99,53,21
2025-07-04,Paid Search,460,78,40,18
2025-07-04,Social,425,60,30,15
2025-07-04,Affiliate,213,45,21,5
2025-07-04,Email,304,80,39,10
2025-07-05,Organic,582,106,49,25
2025-07-05,Paid Search,410,67,31,11
2025-07-05,Social,398,46,24,18
2025-07-05,Affiliate,240,34,12,11
2025-07-05,Email,331,79,35,21
2025-07-06,Organic,483,89,41,18
2025-07-06,Paid Search,454,79,41,15
2025-07-06,Social,474,67,36,16
2025-07-06,Affiliate,261,44,21,6
2025-07-06,Email,310,61,33,11
2025-07-07,Organic,585,111,62,15
2025-07-07,Paid Search,511,70,24,12
2025-07-07,Social,423,56,23,19
2025-07-07,Affiliate,244,43,21,8
2025-07-07,Email,305,53,27,11
2025-07-08,Organic,492,99,45,24
2025-07-08,Paid Search,479,81,47,24
2025-07-08,Social,432,59,35,14
2025-07-08,Affiliate,238,46,19,8
2025-07-08,Email,301,75,37,14
2025-07-09,Organic,466,90,46,23
2025-07-09,Paid Search,469,66,30,16
2025-07-09,Social,448,64,33,18
2025-07-09,Affiliate,210,32,14,8
2025-07-09,Email,293,68,40,17
2025-07-10,Organic,518,104,53,17
2025-07-10,Paid Search,452,72,26,17
2025-07-10,Social,469,64,33,10
2025-07-10,Affiliate,246,41,19,13
2025-07-10,Email,310,78,46,20
2025-07-11,Organic,524,96,41,22
2025-07-11,Paid Search,418,72,29,24
2025-07-11,Social,335,51,29,8
2025-07-11,Affiliate,223,41,19,6
2025-07-11,Email,313,63,35,18
2025-07-12,Organic,490,92,44,18
2025-07-12,Paid Search,437,87,37,17
2025-07-12,Social,426,66,32,10
2025-07-12,Affiliate,238,41,22,9
2025-07-12,Email,312,76,40,20
2025-07-13,Organic,583,111,56,31
2025-07-13,Paid Search,444,75,45,15
2025-07-13,Social,351,52,22,18
2025-07-13,Affiliate,215,36,23,14
2025-07-13,Email,299,96,42,16
2025-07-14,Organic,473,82,39,18
2025-07-14,Paid Search,481,90,39,18
2025-07-14,Social,381,62,26,13
2025-07-14,Affiliate,244,41,19,8
2025-07-14,Email,299,63,28,15
2025-07-15,Organic,471,96,49,17
2025-07-15,Paid Search,457,69,34,20
2025-07-15,Social,435,54,29,13
2025-07-15,Affiliate,258,44,22,7
2025-07-15,Email,251,62,26,12
2025-07-16,Organic,491,91,43,28
2025-07-16,Paid Search,446,80,34,8
2025-07-16,Social,398,60,26,8
2025-07-16,Affiliate,235,49,26,13
2025-07-16,Email,306,80,46,11
2025-07-17,Organic,486,77,34,27
2025-07-17,Paid Search,421,62,29,16
2025-07-17,Social,433,64,24,11
2025-07-17,Affiliate,247,33,16,9
2025-07-17,Email,285,65,27,13
2025-07-18,Organic,537,108,48,19
2025-07-18,Paid Search,425,69,30,17
2025-07-18,Social,381,55,29,20
2025-07-18,Affiliate,254,48,24,10
2025-07-18,Email,259,60,34,10
2025-07-19,Organic,552,103,48,21
2025-07-19,Paid Search,468,68,35,18
2025-07-19,Social,428,57,33,14
2025-07-19,Affiliate,214,28,11,8
2025-07-19,Email,259,66,30,10
2025-07-20,Organic,539,105,42,22
2025-07-20,Paid Search,440,65,37,21
2025-07-20,Social,356,51,25,9
2025-07-20,Affiliate,214,38,22,8
2025-07-20,Email,293,73,37,10
2025-07-21,Organic,467,73,34,18
2025-07-21,Paid Search,417,60,34,15
2025-07-21,Social,386,51,24,13
2025-07-21,Affiliate,213,41,21,8
2025-07-21,Email,307,63,23,25
2025-07-22,Organic,584,110,47,21
2025-07-22,Paid Search,479,77,34,19
2025-07-22,Social,488,71,44,15
2025-07-22,Affiliate,211,42,18,9
2025-07-22,Email,322,62,28,17
2025-07-23,Organic,526,92,35,26
2025-07-23,Paid Search,437,65,31,11
2025-07-23,Social,399,48,23,15
2025-07-23,Affiliate,225,41,23,8
2025-07-23,Email,282,64,31,15
2025-07-24,Organic,534,120,54,24
2025-07-24,Paid Search,411,74,35,20
2025-07-24,Social,379,49,21,10
2025-07-24,Affiliate,204,42,16,6
2025-07-24,Email,245,63,29,17
2025-07-25,Organic,583,107,55,18
2025-07-25,Paid Search,483,88,47,15
2025-07-25,Social,391,53,22,12
2025-07-25,Affiliate,238,32,13,11
2025-07-25,Email,290,70,36,18
2025-07-26,Organic,542,109,48,23
2025-07-26,Paid Search,407,62,31,15
2025-07-26,Social,371,48,28,7
2025-07-26,Affiliate,210,37,16,14
2025-07-26,Email,272,62,25,11
2025-07-27,Organic,553,87,42,27
2025-07-27,Paid Search,402,79,39,9
2025-07-27,Social,409,49,25,17
2025-07-27,Affiliate,214,55,29,15
2025-07-27,Email,254,67,32,10
2025-07-28,Organic,586,87,41,19
2025-07-28,Paid Search,410,60,30,14
2025-07-28,Social,352,35,21,10
2025-07-28,Affiliate,260,44,17,11
2025-07-28,Email,278,63,23,9
2025-07-29,Organic,521,97,38,18
2025-07-29,Paid Search,343,66,33,10
2025-07-29,Social,382,70,38,10
2025-07-29,Affiliate,229,43,22,8
2025-07-29,Email,301,48,24,11
2025-07-30,Organic,437,72,38,18
2025-07-30,Paid Search,499,89,35,18
2025-07-30,Social,402,46,25,11
2025-07-30,Affiliate,235,32,13,10
2025-07-30,Email,260,52,15,14
2025-07-31,Organic,578,90,36,25
2025-07-31,Paid Search,483,58,22,14
2025-07-31,Social,382,56,30,13
2025-07-31,Affiliate,255,47,23,10
2025-07-31,Email,307,75,36,18
2025-08-01,Organic,532,93,47,27
2025-08-01,Paid Search,412,70,34,9
2025-08-01,Social,402,45,13,8
2025-08-01,Affiliate,221,33,19,2
2025-08-01,Email,305,79,44,16
2025-08-02,Organic,500,86,42,25
2025-08-02,Paid Search,511,79,41,14
2025-08-02,Social,387,61,26,17
2025-08-02,Affiliate,220,34,17,11
2025-08-02,Email,266,69,40,17
2025-08-03,Organic,444,88,48,15
2025-08-03,Paid Search,401,59,29,12
2025-08-03,Social,348,55,25,9
2025-08-03,Affiliate,234,37,15,9
2025-08-03,Email,269,69,28,12
2025-08-04,Organic,472,95,47,19
2025-08-04,Paid Search,410,68,39,13
2025-08-04,Social,370,38,18,10
2025-08-04,Affiliate,211,33,13,6
2025-08-04,Email,285,67,33,16
2025-08-05,Organic,521,98,45,23
2025-08-05,Paid Search,493,82,39,16
2025-08-05,Social,357,48,31,12
2025-08-05,Affiliate,223,32,13,5
2025-08-05,Email,214,51,25,5
2025-08-06,Organic,541,98,52,20
2025-08-06,Paid Search,405,64,29,17
2025-08-06,Social,406,63,33,10
2025-08-06,Affiliate,206,35,16,3
2025-08-06,Email,321,77,38,14
2025-08-07,Organic,544,90,40,19
2025-08-07,Paid Search,473,81,38,16
2025-08-07,Social,381,53,27,15
2025-08-07,Affiliate,213,35,13,4
2025-08-07,Email,270,60,26,18
2025-08-08,Organic,497,87,40,18
2025-08-08,Paid Search,380,57,32,9
2025-08-08,Social,381,52,29,14
2025-08-08,Affiliate,221,34,17,12
2025-08-08,Email,282,56,25,15
2025-08-09,Organic,511,89,39,15
2025-08-09,Paid Search,389,72,30,10
2025-08-09,Social,355,56,28,20
2025-08-09,Affiliate,217,37,21,10
2025-08-09,Email,253,60,31,10
2025-08-10,Organic,478,74,41,24
2025-08-10,Paid Search,402,55,24,11
2025-08-10,Social,369,53,27,15
2025-08-10,Affiliate,216,43,24,6
2025-08-10,Email,280,71,36,14
2025-08-11,Organic,503,93,37,17
2025-08-11,Paid Search,414,68,35,8
2025-08-11,Social,392,59,21,13
2025-08-11,Affiliate,240,51,25,11
2025-08-11,Email,273,57,28,12
2025-08-12,Organic,477,66,27,11
2025-08-12,Paid Search,424,68,35,15
2025-08-12,Social,392,45,22,13
2025-08-12,Affiliate,219,42,14,6
2025-08-12,Email,283,57,25,22
2025-08-13,Organic,422,78,35,23
2025-08-13,Paid Search,416,62,24,18
2025-08-13,Social,339,39,22,6
2025-08-13,Affiliate,232,50,21,15
2025-08-13,Email,273,56,28,16
2025-08-14,Organic,472,81,43,27
2025-08-14,Paid Search,435,72,40,12
2025-08-14,Social,397,53,26,17
2025-08-14,Affiliate,239,47,23,4
2025-08-14,Email,281,69,30,17
2025-08-15,Organic,432,72,36,24
2025-08-15,Paid Search,442,91,36,8
2025-08-15,Social,439,66,30,13
2025-08-15,Affiliate,211,39,15,5
2025-08-15,Email,251,58,25,14
2025-08-16,Organic,528,82,39,23
2025-08-16,Paid Search,444,63,30,17
2025-08-16,Social,357,49,27,12
2025-08-16,Affiliate,229,41,20,8
2025-08-16,Email,249,60,31,21
2025-08-17,Organic,483,90,47,15
2025-08-17,Paid Search,413,69,33,14
2025-08-17,Social,393,54,30,10
2025-08-17,Affiliate,199,41,16,4
2025-08-17,Email,267,59,28,15
2025-08-18,Organic,478,77,32,14
2025-08-18,Paid Search,412,73,33,14
2025-08-18,Social,326,37,21,8
2025-08-18,Affiliate,199,39,23,8
2025-08-18,Email,249,47,21,10
2025-08-19,Organic,486,80,44,13
2025-08-19,Paid Search,369,63,35,11
2025-08-19,Social,402,55,24,9
2025-08-19,Affiliate,186,25,10,2
2025-08-19,Email,261,52,26,13
2025-08-20,Organic,551,106,54,24
2025-08-20,Paid Search,369,51,30,9
2025-08-20,Social,388,49,22,11
2025-08-20,Affiliate,257,43,20,13
2025-08-20,Email,230,55,25,11
2025-08-21,Organic,549,90,47,23
2025-08-21,Paid Search,447,80,39,8
2025-08-21,Social,405,55,35,13
2025-08-21,Affiliate,219,33,16,7
2025-08-21,Email,257,57,24,9
2025-08-22,Organic,521,94,45,19
2025-08-22,Paid Search,433,71,35,15
2025-08-22,Social,360,56,28,11
2025-08-22,Affiliate,246,41,22,10
2025-08-22,Email,302,62,31,9
2025-08-23,Organic,429,74,32,15
2025-08-23,Paid Search,343,61,29,8
2025-08-23,Social,388,52,27,15
2025-08-23,Affiliate,202,35,19,10
2025-08-23,Email,261,62,34,15
2025-08-24,Organic,519,103,41,15
2025-08-24,Paid Search,373,65,33,8
2025-08-24,Social,368,38,17,14
2025-08-24,Affiliate,242,45,20,8
2025-08-24,Email,264,65,34,15
2025-08-25,Organic,459,84,39,21
2025-08-25,Paid Search,473,85,36,22
2025-08-25,Social,361,46,24,11
2025-08-25,Affiliate,222,36,22,10
2025-08-25,Email,247,58,24,14
2025-08-26,Organic,515,86,38,18
2025-08-26,Paid Search,367,57,28,12
2025-08-26,Social,361,51,23,5
2025-08-26,Affiliate,230,40,17,14
2025-08-26,Email,294,62,28,14
2025-08-27,Organic,468,70,33,17
2025-08-27,Paid Search,469,69,35,13
2025-08-27,Social,328,56,27,16
2025-08-27,Affiliate,225,39,17,8
2025-08-27,Email,292,64,34,22
2025-08-28,Organic,436,70,38,23
2025-08-28,Paid Search,467,75,35,14
2025-08-28,Social,352,42,23,10
2025-08-28,Affiliate,236,49,28,7
2025-08-28,Email,268,51,26,18
2025-08-29,Organic,447,89,47,23
2025-08-29,Paid Search,378,61,30,11
2025-08-29,Social,355,33,20,19
2025-08-29,Affiliate,225,43,21,7
2025-08-29,Email,251,47,24,7
2025-08-30,Organic,497,96,42,16
2025-08-30,Paid Search,353,46,22,12
2025-08-30,Social,374,42,21,14
2025-08-30,Affiliate,198,30,12,10
2025-08-30,Email,248,59,28,8
2025-08-31,Organic,524,90,48,19
2025-08-31,Paid Search,438,65,32,12
2025-08-31,Social,382,54,25,12
2025-08-31,Affiliate,223,38,17,5
2025-08-31,Email,313,87,48,21
2025-09-01,Organic,422,66,26,15
2025-09-01,Paid Search,416,59,28,12
2025-09-01,Social,319,41,16,6
2025-09-01,Affiliate,197,36,22,7
2025-09-01,Email,239,50,21,15
2025-09-02,Organic,400,81,38,17
2025-09-02,Paid Search,405,52,27,19
2025-09-02,Social,359,47,28,11
2025-09-02,Affiliate,198,25,14,6
2025-09-02,Email,288,65,32,16
2025-09-03,Organic,474,78,34,19
2025-09-03,Paid Search,399,61,24,11
2025-09-03,Social,410,52,28,20
2025-09-03,Affiliate,246,41,21,12
2025-09-03,Email,271,74,32,8
2025-09-04,Organic,526,88,37,22
2025-09-04,Paid Search,403,59,28,12
2025-09-04,Social,389,46,19,18
2025-09-04,Affiliate,194,33,16,8
2025-09-04,Email,293,66,32,16
2025-09-05,Organic,472,104,58,17
2025-09-05,Paid Search,409,71,30,14
2025-09-05,Social,387,40,21,7
2025-09-05,Affiliate,242,39,16,8
2025-09-05,Email,281,77,35,12
2025-09-06,Organic,365,75,41,15
2025-09-06,Paid Search,407,52,27,15
2025-09-06,Social,334,46,20,6
2025-09-06,Affiliate,229,36,23,8
2025-09-06,Email,286,63,25,14
2025-09-07,Organic,468,85,39,31
2025-09-07,Paid Search,393,56,20,13
2025-09-07,Social,366,52,26,9
2025-09-07,Affiliate,184,27,16,6
2025-09-07,Email,250,59,19,10
2025-09-08,Organic,473,86,48,24
2025-09-08,Paid Search,372,50,22,13
2025-09-08,Social,338,46,23,12
2025-09-08,Affiliate,199,42,14,6
2025-09-08,Email,312,81,42,13
2025-09-09,Organic,450,74,39,23
2025-09-09,Paid Search,441,78,39,12
2025-09-09,Social,330,39,20,8
2025-09-09,Affiliate,200,34,16,6
2025-09-09,Email,259,67,40,15
2025-09-10,Organic,453,89,43,20
2025-09-10,Paid Search,395,60,32,12
2025-09-10,Social,348,55,25,8
2025-09-10,Affiliate,209,43,20,4
2025-09-10,Email,266,61,30,15
2025-09-11,Organic,499,82,34,13
2025-09-11,Paid Search,405,62,39,13
2025-09-11,Social,369,48,21,7
2025-09-11,Affiliate,192,31,14,4
2025-09-11,Email,247,60,30,18
2025-09-12,Organic,445,82,41,18
2025-09-12,Paid Search,478,74,33,16
2025-09-12,Social,357,44,19,13
2025-09-12,Affiliate,183,33,13,7
2025-09-12,Email,255,63,30,14
2025-09-13,Organic,459,88,44,11
2025-09-13,Paid Search,461,88,47,21
2025-09-13,Social,407,60,28,12
2025-09-13,Affiliate,242,48,27,9
2025-09-13,Email,227,48,29,7
2025-09-14,Organic,455,90,40,12
2025-09-14,Paid Search,411,73,38,19
2025-09-14,Social,354,46,25,13
2025-09-14,Affiliate,227,29,9,6
2025-09-14,Email,259,53,28,8
2025-09-15,Organic,440,78,35,19
2025-09-15,Paid Search,399,59,29,13
2025-09-15,Social,396,44,21,11
2025-09-15,Affiliate,208,26,14,8
2025-09-15,Email,254,68,29,22
2025-09-16,Organic,451,76,36,21
2025-09-16,Paid Search,439,69,32,17
2025-09-16,Social,392,50,23,15
2025-09-16,Affiliate,219,37,16,7
2025-09-16,Email,279,63,27,19
2025-09-17,Organic,417,78,40,21
2025-09-17,Paid Search,328,50,25,12
2025-09-17,Social,368,62,26,8
2025-09-17,Affiliate,187,25,18,7
2025-09-17,Email,280,57,21,15
2025-09-18,Organic,450,85,47,20
2025-09-18,Paid Search,409,64,27,20
2025-09-18,Social,319,38,16,9
2025-09-18,Affiliate,202,30,12,8
2025-09-18,Email,243,54,24,12
2025-09-19,Organic,448,83,40,18
2025-09-19,Paid Search,438,59,33,19
2025-09-19,Social,296,35,15,14
2025-09-19,Affiliate,211,47,21,7
2025-09-19,Email,280,59,33,17
2025-09-20,Organic,356,56,22,14
2025-09-20,Paid Search,405,59,35,18
2025-09-20,Social,356,57,28,10
2025-09-20,Affiliate,189,20,6,7
2025-09-20,Email,235,59,26,14
2025-09-21,Organic,465,78,36,16
2025-09-21,Paid Search,377,53,26,15
2025-09-21,Social,367,46,18,6
2025-09-21,Affiliate,213,39,19,9
2025-09-21,Email,319,72,32,17
2025-09-22,Organic,482,91,45,18
2025-09-22,Paid Search,397,62,29,14
2025-09-22,Social,393,44,20,8
2025-09-22,Affiliate,222,35,17,8
2025-09-22,Email,289,69,30,13
2025-09-23,Organic,454,77,31,18
2025-09-23,Paid Search,357,56,30,13
2025-09-23,Social,321,42,21,11
2025-09-23,Affiliate,244,45,27,10
2025-09-23,Email,265,59,24,13
2025-09-24,Organic,460,85,37,15
2025-09-24,Paid Search,387,63,28,12
2025-09-24,Social,348,59,23,16
2025-09-24,Affiliate,225,36,22,5
2025-09-24,Email,274,67,35,18
2025-09-25,Organic,404,78,34,18
2025-09-25,Paid Search,451,76,44,13
2025-09-25,Social,358,44,28,12
2025-09-25,Affiliate,217,39,23,6
2025-09-25,Email,275,66,31,6
2025-09-26,Organic,428,80,36,16
2025-09-26,Paid Search,404,60,28,10
2025-09-26,Social,411,38,16,21
2025-09-26,Affiliate,216,38,19,11
2025-09-26,Email,287,69,36,15
2025-09-27,Organic,510,98,48,19
2025-09-27,Paid Search,424,69,32,18
2025-09-27,Social,364,45,17,8
2025-09-27,Affiliate,217,41,24,13
2025-09-27,Email,233,62,36,18
2025-09-28,Organic,448,71,42,17
2025-09-28,Paid Search,393,63,36,17
2025-09-28,Social,385,49,24,19
2025-09-28,Affiliate,184,19,5,4
2025-09-28,Email,273,64,31,14
2025-09-29,Organic,509,93,38,25
2025-09-29,Paid Search,359,65,39,9
2025-09-29,Social,353,33,12,5
2025-09-29,Affiliate,190,32,9,5
2025-09-29,Email,229,53,29,17
2025-09-30,Organic,451,84,41,23
2025-09-30,Paid Search,452,64,39,16
2025-09-30,Social,394,55,20,10
2025-09-30,Affiliate,201,35,14,9
2025-09-30,Email,288,63,29,12
2025-10-01,Organic,503,92,39,19
2025-10-01,Paid Search,382,56,22,13
2025-10-01,Social,360,57,22,10
2025-10-01,Affiliate,230,42,21,10
2025-10-01,Email,317,72,34,15
2025-10-02,Organic,465,88,49,23
2025-10-02,Paid Search,452,72,30,12
2025-10-02,Social,352,43,21,16
2025-10-02,Affiliate,219,35,19,2
2025-10-02,Email,241,51,22,14
2025-10-03,Organic,457,80,42,16
2025-10-03,Paid Search,421,64,31,14
2025-10-03,Social,334,40,17,12
2025-10-03,Affiliate,238,43,18,11
2025-10-03,Email,319,75,40,19
2025-10-04,Organic,568,99,56,16
2025-10-04,Paid Search,429,60,33,11
2025-10-04,Social,324,39,18,14
2025-10-04,Affiliate,218,40,20,5
2025-10-04,Email,258,59,30,11
2025-10-05,Organic,378,71,44,14
2025-10-05,Paid Search,351,49,20,15
2025-10-05,Social,377,61,28,9
2025-10-05,Affiliate,213,35,16,7
2025-10-05,Email,289,67,23,19
2025-10-06,Organic,406,83,44,14
2025-10-06,Paid Search,429,58,36,10
2025-10-06,Social,315,56,29,8
2025-10-06,Affiliate,223,37,18,15
2025-10-06,Email,277,74,42,16
2025-10-07,Organic,486,77,29,21
2025-10-07,Paid Search,376,57,27,13
2025-10-07,Social,327,44,14,14
2025-10-07,Affiliate,197,29,14,2
2025-10-07,Email,258,60,24,13
2025-10-08,Organic,435,79,42,22
2025-10-08,Paid Search,443,71,35,16
2025-10-08,Social,353,52,27,11
2025-10-08,Affiliate,224,42,21,4
2025-10-08,Email,284,58,24,13
2025-10-09,Organic,416,64,36,15
2025-10-09,Paid Search,419,78,34,14
2025-10-09,Social,305,43,17,14
2025-10-09,Affiliate,204,38,15,7
2025-10-09,Email,285,64,30,14
2025-10-10,Organic,430,81,42,24
2025-10-10,Paid Search,421,66,33,16
2025-10-10,Social,344,50,29,8
2025-10-10,Affiliate,165,29,15,4
2025-10-10,Email,265,72,30,12
2025-10-11,Organic,452,75,28,19
2025-10-11,Paid Search,458,73,35,12
2025-10-11,Social,353,42,18,9
2025-10-11,Affiliate,217,36,17,7
2025-10-11,Email,280,69,30,13
2025-10-12,Organic,491,84,43,13
2025-10-12,Paid Search,325,60,34,9
2025-10-12,Social,346,56,20,17
2025-10-12,Affiliate,202,24,13,6
2025-10-12,Email,247,63,32,9
2025-10-13,Organic,545,108,52,17
2025-10-13,Paid Search,361,71,42,16
2025-10-13,Social,405,63,24,13
2025-10-13,Affiliate,230,43,22,10
2025-10-13,Email,251,56,29,11
2025-10-14,Organic,479,102,37,19
2025-10-14,Paid Search,331,55,17,11
2025-10-14,Social,359,53,21,10
2025-10-14,Affiliate,172,30,16,6
2025-10-14,Email,269,57,29,15
2025-10-15,Organic,421,78,38,14
2025-10-15,Paid Search,376,71,40,12
2025-10-15,Social,427,43,17,15
2025-10-15,Affiliate,192,29,14,6
